Probes,G104,G108,G109,G110,G113,G117,G123,G126,G128,G132,G133,G134,G135,G136,G139,G142,G144,G302,G303,G304,G306,G310,G316,G319,G328,G332,G337,G356,G358,G359,G360,G362,G363,G367,G373,G374,G375,G382,G383,G385,G386,G387,G390,G397
SDC4,-0.306628,-0.157125,-0.149237,-0.169282,-3.472481,0.051947,0.149586,-0.789296,-0.386055,3.583083,0.05524,3.458914,-0.056118,-0.649871,0.205902,-3.436422,-0.730098,-0.176444,-0.077705,-0.616734,0.341737,-0.216043,0.125919,0.460949,-0.15317,-0.63568,3.250703,-0.099448,-0.084506,-1.044419,-3.52599,-0.413501,-0.530462,-0.70944,-3.641824,-0.015969,-0.028161,-0.498446,0.253511,-0.132699,-0.24146,-0.203688,1.422646,-0.028523
SEMA3F,0.268415,-0.094911,0.111316,0.420883,0.08324,0.266965,-3.178822,0.177051,0.117518,3.355494,-3.207151,0.327438,-0.199292,-0.015577,0.254206,-3.280295,0.049259,-0.038425,-0.049757,-0.074579,0.011765,3.503737,0.345771,0.288681,-0.112259,0.337281,0.261235,-3.383222,0.043967,0.04629,0.017753,0.317804,0.15981,0.089201,0.050391,3.257909,-0.121223,-6.571464,-0.059488,0.006478,-3.244961,-0.313654,1.400377,-0.089912
SERPINB6,-0.164782,-3.233881,0.151056,-0.479707,3.168,-3.358139,-0.247401,-3.378147,-0.447928,0.301767,3.616636,0.075825,-0.111123,-0.107638,0.252127,-0.172825,-0.330213,-0.03657,3.315781,-0.478428,0.398043,-0.139931,0.149834,0.128993,0.007542,-0.379989,0.096229,0.107035,0.021496,2.998867,3.161514,-0.528889,-0.040356,-0.237837,-0.202536,0.145004,3.351015,-0.277066,0.24702,0.065586,0.021425,-0.238311,0.026368,0.040421
SERPINB8,0.024375,0.141982,-1.974081,-0.81013,-0.386268,0.132732,-0.063752,-0.127556,-0.683849,-5.847302,0.698634,-0.073866,-0.303568,-0.124139,0.13898,0.01373,-3.809229,0.271138,0.119114,-0.16997,0.537281,0.086883,0.074961,0.097063,-0.385236,-0.99865,0.115065,-0.165949,0.136473,-0.451486,-0.708624,-0.534884,0.074747,-0.202024,-0.309847,0.604041,-0.057454,-0.164059,0.289645,0.213068,-0.20794,-0.802622,0.185735,3.273502
SH2B3,-0.252064,3.29991,-0.281536,-3.843473,-0.319733,-0.217474,-3.860356,-9.048756,8.339512,0.349786,0.021211,-3.583165,0.062395,-0.254565,-0.20684,-0.4051,-0.403739,-0.391924,3.567827,-1.602925,0.096765,-0.058039,0.130184,0.417108,3.452336,-0.646272,-3.562657,0.220777,0.261406,-1.658736,-0.058563,-0.640009,-0.891596,-0.683157,0.012749,-0.048659,0.015454,-3.984281,0.404913,-0.586876,0.01726,-0.085929,0.505921,-8.625467
SH2D1A,-4.205847,-0.015697,1.197783,-8.348774,-7.14835,-7.19527,-0.084826,-4.458745,-0.155526,0.074067,-7.247706,-0.058288,-0.299518,0.06467,0.246096,0.20666,-7.530029,-0.199367,6.882198,-7.797007,7.282872,-0.076557,7.250001,0.33922,-0.269667,-7.702456,-7.211772,-7.129794,0.126946,-7.70434,-7.073776,2.329635,-7.183934,-7.400973,-0.52161,-5.902216,0.121663,-0.587089,-5.438601,0.059029,-0.578861,-7.880536,1.210231,0.000643
SIGLEC7,-0.049463,-0.205028,3.516378,0.189212,0.011433,0.062736,0.010476,-0.095655,3.2753,-0.014368,0.069444,0.346507,6.449602,-0.068193,0.11228,0.090952,-0.085407,-0.060151,-0.11157,-0.180516,0.077359,0.080194,0.003202,0.057821,-0.050223,-0.025475,0.072957,-0.143504,-0.000621,-0.02229,-0.098492,0.065362,0.083637,-0.058647,3.283915,-0.048732,3.306151,3.386963,-0.036334,0.002664,0.103478,-0.195957,-0.582681,-3.396199
SIRT2,-3.348747,0.576348,2.392295,-0.337403,-0.087471,-0.541015,0.023312,0.220364,-0.91203,-2.549593,-0.077096,0.173082,3.389462,-0.470529,6.769438,-0.414086,-0.407752,0.198141,-0.502266,-0.116518,3.044011,-0.755273,-0.189182,0.00441,-3.291717,1.009546,-0.053138,-0.949629,-0.676491,2.843871,0.124828,-3.23671,0.849841,-0.319284,-0.15212,-0.004036,3.403929,5.886725,0.487942,0.386793,3.958582,0.749667,0.271912,-3.146006
SIT1,-0.175306,0.072088,-0.007457,-8.186075,-0.341682,-0.118326,-0.065726,0.048779,-0.180602,3.274071,3.283734,0.362576,-0.031198,-0.352813,0.697682,0.045752,-0.35875,-0.077722,-3.360097,-0.644397,0.383823,7.007763,0.755996,0.472151,-0.39519,-1.196066,-0.317401,-0.285279,0.275017,-0.347089,7.170348,-0.547185,-0.302092,-0.294671,-0.162302,0.626578,-0.242761,-6.955842,1.138689,-0.171605,0.375877,-0.893193,3.323967,-0.157964
SNAP23,-0.429643,0.074339,-0.072967,-7.640851,-0.333282,-0.119865,-0.903554,2.405877,-0.799731,0.713785,3.894554,0.378304,-0.323529,0.160375,0.472296,-0.778845,-8.113003,-0.106541,0.080396,-10.077373,8.128668,-0.125254,0.995473,0.288849,0.159263,-1.478533,-3.188189,-3.317345,0.284958,-8.67077,-0.622348,2.026181,2.816767,-0.671401,-3.522359,0.408205,0.215038,-0.733049,-1.772264,0.137102,0.311979,0.039144,0.312458,0.139931
SOST,-0.010491,-3.650482,-0.019539,0.199467,-0.054146,0.014913,6.661755,-0.122351,3.277443,-0.024537,-0.028547,0.409154,-0.177309,-0.078936,0.16262,0.064938,0.038544,-0.184488,-0.138178,-0.196126,-0.051468,0.086066,-6.704102,0.006818,-0.023658,0.15262,0.220033,-0.125197,-0.112433,3.456666,-0.008891,-0.047006,0.123504,-0.029241,0.033728,-3.238765,0.033152,0.008476,0.006647,-0.044506,0.16482,0.332645,0.045783,-0.090702
SSC4D,3.26609,-0.481173,0.077561,0.163802,-8.051869,0.136419,-0.017614,-0.333059,0.002015,0.10221,0.093829,0.215627,-0.171058,-0.401665,-0.061538,0.031596,-0.091426,-0.222383,-3.295559,-0.134228,-0.024504,7.246109,-0.251058,0.124386,3.351826,-0.123055,-0.265517,-0.168224,0.00214,0.304442,-0.183839,0.1854,0.115864,0.011972,-0.026936,-0.650163,-1.02566,0.065641,-0.878136,-0.025846,0.099696,-9.505724,-0.622792,-0.311382
ST1A1,-0.685607,0.440509,-0.055585,-1.505721,3.788244,-0.111294,-1.068611,7.632088,-9.530247,0.134081,0.877298,-7.920967,4.381985,-0.660792,-2.361021,-7.828395,-8.898692,-2.831688,8.077033,-4.173309,8.979411,-3.862358,1.020994,0.030637,7.642766,-8.572782,0.389501,7.490721,0.103692,-7.995989,-0.420603,-8.938516,-3.344818,-0.178425,-0.826172,0.893005,3.691475,-7.825472,8.571366,1.533859,0.038465,0.094874,1.245182,8.880862
STAMPB,0.018385,0.208017,0.343986,-7.683937,-3.339213,-0.302014,-0.424708,0.0193,-0.754819,-0.001605,0.66282,-0.110537,0.16358,-0.144722,-0.025541,0.066601,-0.377462,-0.008466,3.341615,-0.750145,0.607574,-0.489036,-3.300515,0.204035,3.559788,-4.071512,0.149867,0.077568,0.205057,-0.991489,-0.257743,-0.74066,-0.569713,0.057549,-0.564979,0.37162,3.634462,-0.626825,0.720883,-3.048862,-3.598394,0.144364,0.558952,0.261574
STC1,0.100377,-0.109789,-0.06643,0.143706,3.385541,0.070424,0.100163,-0.124352,0.177748,-3.412422,-0.040834,0.077507,-0.038503,-0.075611,3.277676,-0.08928,0.066916,-6.605442,0.005035,0.049871,-0.0764,-0.088932,0.003355,0.088631,-0.086539,0.078276,3.255298,-0.069318,-0.010489,3.247729,0.022491,0.149018,0.048425,-0.032141,0.052715,0.0331,-0.074742,0.086522,0.071962,-0.109657,0.035025,-0.100017,-0.048048,-0.160114
SUMF2,-0.164413,-0.075849,0.176384,0.02731,-0.251339,0.140848,0.038395,-0.121746,-0.046562,-3.178453,0.144888,3.355875,-3.517273,3.071307,0.15302,0.027586,-0.202204,-0.050405,-0.087018,-0.193014,0.070862,-0.128494,0.100996,0.172423,-0.07385,-0.106459,-0.014843,-0.198243,-3.205478,-0.047177,-0.019627,-0.218394,0.025441,0.167083,-0.196429,-0.110994,-0.071292,-0.070183,-0.027729,-0.036412,-0.029499,-0.405995,0.089835,-0.069698
TANK,2.759147,-3.311271,0.441399,-8.490886,-0.60789,-0.063526,0.156258,-0.480629,6.852336,0.883902,0.511157,-8.573782,2.827794,0.316531,-0.341977,-3.655238,-6.896456,-0.414128,1.006634,-4.994205,0.401287,0.000133,0.041522,-0.453075,-0.359055,-4.784065,0.281185,-7.374363,-0.133676,-0.781296,0.255639,2.077151,-0.348286,-7.411853,-0.660984,0.688222,-0.344271,-8.168429,1.203965,-0.088323,-0.487566,3.398483,0.749725,-2.322251
TFF2,3.226652,3.196909,3.270182,0.249397,0.012227,-3.301095,-0.031524,-0.041565,0.058277,-0.014402,0.089664,0.275089,-0.180443,-0.018198,3.385655,0.001527,-0.07284,-0.193753,-0.01875,-0.089693,0.0939,0.042103,0.008675,3.548297,3.282119,-3.316639,3.304013,-0.029202,0.019231,0.018649,0.072748,-0.013113,0.07414,-0.032137,-3.290442,-0.194241,-0.017191,3.300589,0.129732,0.034385,0.07911,-3.029906,-0.456852,-0.081727
TGF-alpha,-0.144699,0.227374,0.016226,3.922665,0.155477,-0.147307,0.243711,0.313314,-0.494839,0.352642,-0.184029,-0.095195,0.191499,-0.479271,0.068724,-6.444853,0.122523,3.219254,0.180857,-0.227557,-0.401431,-0.248148,0.140373,0.811528,0.042853,0.503979,0.3977,0.283694,3.469511,3.382284,-0.078426,3.804065,-0.127793,-0.234952,-0.390428,0.365315,-3.117698,-0.277944,0.522291,-0.100852,-2.895069,0.141065,0.100488,-3.010535
THOP1,0.04982,6.623695,0.238815,-0.122597,-0.091107,-0.078618,-0.043326,-0.030364,-0.179028,0.063576,0.188706,0.203334,-0.10867,-0.024596,0.03002,3.378387,-0.138727,3.223154,-0.110996,-0.222867,0.18369,-0.112272,-0.109852,0.092182,-0.037812,-0.183449,0.007548,-3.425603,-0.030189,-0.146619,-0.124806,-0.177891,-0.037801,-0.097966,-0.12996,-0.084969,-3.307176,-0.101371,-3.339584,0.087473,-0.033617,-3.643954,0.111559,-0.063182
TINAGL1,0.096859,-0.129305,0.012326,0.29481,0.122888,0.073674,-0.004212,0.0312,0.074344,-0.022137,0.010902,-6.374469,-0.191794,-0.071578,-3.254464,0.028265,0.004803,-0.094382,-0.093818,-0.096578,-3.309396,3.598445,3.569694,0.12878,-3.378636,0.218848,0.154656,-0.130754,-0.014562,0.063917,0.005614,0.207099,0.043511,0.037525,0.057813,-0.184137,-0.054187,0.028663,-3.147096,-0.019415,0.075419,-0.141181,0.053655,-0.062328
TNFB,0.058245,3.278433,0.076875,-3.352684,0.500913,3.484172,-0.01404,0.371095,0.101809,0.059862,0.026111,0.012333,0.053476,0.033553,0.175252,0.114728,3.281237,-0.050147,3.40027,0.188588,0.124648,0.039642,0.22888,0.172783,-3.209194,-3.230435,0.470186,0.075934,-3.075061,0.117366,0.182071,0.049997,0.050534,0.222838,-0.018489,0.215328,0.033213,-6.610905,0.382925,0.145196,0.092075,3.289719,0.051019,0.185203
TNFRSF9,-0.059046,-0.093913,-0.073217,-0.200147,0.080656,0.018345,-0.103125,0.026833,-0.126234,-0.033953,0.000236,-0.029147,0.028481,3.222102,0.007902,3.416986,-0.097198,-0.123908,0.085504,0.014525,0.023244,-0.091885,0.049876,0.04291,0.155675,-0.072057,0.124839,0.045383,0.093566,-0.024156,0.117115,-0.105347,0.002772,0.041985,-0.102267,-0.017774,0.048561,0.042704,0.097057,0.02069,0.001141,-0.106833,0.059779,-3.192642
TNFSF14,-0.0348,0.655803,0.108872,0.380766,0.161158,-0.113922,0.166615,0.049198,-0.729766,0.749657,-0.277765,-0.229347,0.21441,-0.705688,3.2066,-0.299468,-0.351705,0.356391,0.01119,-0.233623,-0.282169,-0.441035,0.380765,0.548273,-0.185167,0.683224,0.397568,-0.076015,3.284091,-3.507719,-3.192312,0.328528,0.270026,-3.603197,-0.446775,0.398148,0.34124,-0.591771,0.386226,-0.006762,0.596658,0.258401,-0.013612,0.260464
TPSAB1,-0.07699,-0.082882,-3.452113,0.006931,-0.053312,-0.091293,-0.016762,-0.156181,0.103158,-0.084724,-6.733953,0.006821,-0.015855,-0.146382,-0.077742,-0.062247,0.00604,-0.091351,0.088642,-3.274321,-0.036964,3.274943,-0.096867,0.085211,0.118648,3.275922,0.018935,3.253996,-0.003297,-0.024041,-0.03149,0.002356,-0.035666,3.309996,0.051982,-0.009023,-0.0064,0.00018,-0.134495,-0.040705,-0.178084,-0.179614,0.007808,-0.091917
TRAF2,-0.031046,0.266481,0.680028,-1.017828,-0.412313,-0.494377,-3.561837,-0.532954,-7.622905,0.891665,0.510641,-0.138373,0.191283,0.066224,-0.031054,-3.745035,-0.617202,-0.04433,0.129063,-7.732761,4.050863,-0.838759,-0.211669,3.473861,-0.044773,-0.88697,3.257603,-0.013947,6.883904,-7.744606,-0.444798,-1.152032,-0.308547,-0.324864,-0.533413,0.624134,0.367514,-0.943749,0.549593,3.771955,-3.889146,-0.118543,0.772029,0.023481
TRAIL,0.168699,3.471357,3.433024,0.162983,3.552301,0.119324,0.23752,0.468443,0.147531,3.478929,-0.023393,-3.281204,0.062031,-0.015016,0.126953,0.128422,0.118761,0.127255,0.124568,-3.029846,0.075971,0.115017,3.401467,0.150504,0.232916,3.42562,3.535402,0.18755,0.252348,0.071897,-3.272225,0.137509,0.036826,0.124238,0.033086,0.14137,0.092368,-0.060915,0.13859,3.375356,0.100715,0.125213,0.130948,0.053027
TREM1,-0.0408,0.264111,0.504924,-3.184289,-7.37318,0.192848,-0.200691,-0.054414,-0.313641,-2.959476,-3.169869,-0.020856,-0.042121,-0.052441,0.13508,-0.099451,-0.194036,0.214258,7.206077,0.140792,0.464929,-3.816384,-0.129283,-0.08796,-0.046261,-0.141504,3.251122,-0.017482,0.17818,-0.000235,-0.435367,-0.602817,3.338038,-0.003916,6.451507,0.262389,-0.039507,0.296246,-0.450495,0.091864,-0.156257,0.773244,0.056248,0.153947
TRIM21,-3.275183,0.704676,0.820199,-8.113415,-7.212893,-0.828731,-7.41566,-1.095292,-6.828425,7.857327,8.559708,-7.205312,0.350912,0.101035,3.855517,6.204766,-8.465359,0.022212,7.279901,-8.364447,8.763474,-8.731361,0.396264,0.70662,6.944263,-0.680032,0.089198,-6.970108,0.330654,-10.891266,-8.184728,-8.691666,-6.868139,-0.174293,-7.933489,7.854998,0.384647,-1.917983,8.436641,7.54565,-7.380343,-0.286508,1.674734,4.376432
TRIM5,-0.211795,-2.828249,3.978955,-1.20067,-0.563613,3.180541,-0.619224,-6.972465,-7.32053,8.325465,7.810234,-4.125828,6.858796,-1.244348,0.660874,-4.156577,-8.588104,0.186566,0.597612,-8.629647,4.11088,-6.828904,0.777877,-0.193024,0.003113,-8.624293,0.261724,0.29037,7.20373,-9.886917,-4.588684,-8.28801,-7.705733,-3.853589,-0.722573,8.094509,0.44439,-8.125935,8.965768,0.390758,-0.084131,-0.569646,8.442336,0.412168
TSHB,-0.565791,-0.138507,-3.350941,-0.075658,-0.410019,3.304522,-0.072191,-0.408722,-0.257925,0.113405,0.01057,0.321982,-0.054868,-0.10278,-3.613437,-0.032706,-0.119396,-0.378143,-0.034958,-0.2917,0.01579,0.083592,-0.293424,3.304207,-0.032772,-0.763091,3.227173,3.29538,0.025987,-0.263972,-3.405024,-0.312474,0.163583,-0.391623,-3.229068,-0.040108,-0.174238,0.012879,-0.169585,-0.010856,-0.258028,-0.173556,-1.329086,-0.067039
TWEAK,6.5576,-0.038227,-0.028852,-0.104925,0.019317,0.019063,-0.041389,-0.020383,-0.073441,-0.005042,-0.018891,-0.025412,-0.004562,-0.113896,-9.852876,0.087726,-0.058312,-0.048378,0.037058,0.006043,0.077572,-0.01639,0.04078,0.000348,0.102247,-0.022123,-3.239025,0.009241,-3.258849,0.010569,0.048605,-0.132607,0.014058,-3.287848,-0.101301,0.067829,0.040048,-0.031342,-9.873965,0.028824,0.015458,-0.043492,0.045999,0.105963
TXNDC5,-7.491157,-0.269901,0.991038,-7.141625,-7.038362,0.266073,-7.332315,-0.500425,-0.339264,7.113959,7.50163,3.832642,-0.205291,3.158495,7.155959,-0.316503,-0.607511,-3.724109,-1.302027,-8.788264,-7.108509,0.377957,6.851567,4.141726,-0.198563,-7.455715,-0.250614,-0.438108,-0.124343,-7.476828,6.77858,-7.279644,-0.300162,-0.003121,-8.465845,-7.25766,3.783022,-7.094074,0.760367,0.085015,0.489978,-0.063589,2.978465,-0.281446
TYMP,-0.145465,-3.262963,-0.134454,-0.203881,-3.259676,-0.215951,-0.14642,0.033939,-0.03628,0.08006,-3.13324,-0.060814,-0.005151,3.301394,0.071016,-0.034238,-0.131677,0.09723,0.035355,-0.346462,0.324274,-0.247195,-3.222502,0.062533,0.150741,-0.094096,-0.006479,3.270327,3.382794,-0.338496,-0.005145,-0.364106,0.071888,-0.220432,-0.260442,-3.089322,3.413665,-3.43742,0.375189,0.016786,0.006469,-0.271921,0.158058,-0.186728
TYRO3,-0.203098,-0.186985,-0.056795,3.588683,-0.050504,-0.039855,-0.028803,3.216052,-0.0023,-0.047898,0.057446,0.567924,-0.402237,-3.436097,0.124061,0.079955,-0.215609,-0.409331,-0.108351,-3.604536,0.069977,0.105299,-0.028897,0.168056,0.092041,3.21402,6.846153,-0.185868,6.607003,3.169062,-0.061389,-0.131469,0.186275,-0.459355,0.029026,-0.460405,-0.006288,-0.195894,-0.427283,0.091868,0.130367,-0.362687,-1.193104,-0.117138
uPA,-0.100574,-0.049242,-0.005692,-0.080068,0.078022,-0.020338,-0.053655,-0.032154,-3.376517,-0.078844,0.063611,-0.01294,-3.345682,-0.069291,-0.091331,0.145984,-0.042032,-0.041396,0.016445,-0.005739,0.022795,3.332231,-0.013484,-0.045937,0.163692,0.001143,0.055649,0.044181,-3.313472,-0.010717,0.033799,-0.049819,0.054634,0.021845,-0.009751,0.126116,-0.121503,-0.001394,-0.051137,0.0147,-0.061304,0.053417,0.00608,0.050681
USP8,-7.438195,3.230455,7.900397,-0.3812,-8.723779,-0.085769,-0.25197,-9.608585,-0.813037,8.995742,7.908721,-0.944568,-0.340227,-1.463778,0.181442,-7.406739,-10.001117,-0.16927,0.376032,-6.015413,0.550242,0.004183,0.695803,0.982272,-0.459753,-8.239846,-0.564749,-0.24553,0.908825,-9.979319,-1.328787,-9.195365,-0.528247,-2.047236,-8.884085,0.051757,0.280561,-8.264509,8.248984,-0.300148,-0.290607,-7.550411,6.839673,0.0
VCAN,-0.039575,-0.120717,0.171808,-2.970348,-0.053619,0.098979,-0.034111,-0.052831,-0.002008,0.027551,-3.174999,0.228132,-0.160754,-0.045229,0.109791,0.062774,-0.131976,-0.024685,-0.038793,-0.135653,0.0287,0.040166,0.074642,0.097672,0.028094,0.074616,0.095933,-3.440644,-0.032987,-0.028453,0.050511,-0.058448,0.139983,-0.100786,0.01524,-0.157691,-0.048178,-0.035554,-0.0078,0.055695,0.075757,-0.054824,0.110177,-0.070316
VEGFA,0.001117,-0.021472,-0.003158,-0.065897,3.310371,0.045375,-0.019733,-2.5e-05,-0.057209,-0.020173,-0.008928,-3.299617,0.016918,-0.04145,-0.135981,0.002724,-0.045596,0.011679,0.07745,0.041616,-3.218519,0.031457,0.102093,0.055431,0.155353,-0.002225,0.086596,-0.14652,0.056349,0.092822,0.075863,-3.349326,-6.601364,-0.056387,-0.251927,-3.234862,0.174842,-0.021786,0.188325,-0.01901,0.051798,-0.006854,-0.062795,0.080294
ZBTB16,-7.509381,0.439618,0.317574,-1.521598,-8.403842,-0.494366,-0.780289,-5.058396,-8.08871,7.295048,0.213982,-3.486244,3.23438,-0.52125,0.461462,-0.736009,-9.204331,0.086871,0.434257,-10.385022,8.749918,-0.34915,0.587833,0.967008,0.262216,-6.564506,6.937513,0.273176,7.231723,-9.129785,-7.56886,-1.423109,-7.218908,-1.042937,-0.341981,0.28226,7.003737,-8.172538,9.239454,0.101741,-6.879552,-7.162512,8.258831,8.694358
